Date: 2023/12/11   09:10:59,,,,,,,,,,,,
Time,Grip Force_rd1(g),Height_rd1(cm),Grip Force_rd2(g),Height_rd2(cm),Grip Force_rd3(g),Height_rd3(cm),Grip Force_rd4(g),Height_rd4(cm),Grip Force_rd5(g),Height_rd5(cm),Grip Force_rd6(g),Height_rd6(cm)
1783,999.6,25.4,1232.7,24,733,28.9,1873.3,23.4,1504.8,22.3,1902.9,23.9
1784,989.7,25.9,1237.6,24,738.3,28.9,1865.5,23.5,1506.3,22.3,1889.7,23.9
1785,989.7,25.9,1236.3,24,734.9,28.5,1865.5,23.5,1503.9,22.3,1902.3,23.9
1786,985.5,25.9,1236.3,24,734.9,28.5,1865.5,23.5,1506.6,22.4,1902.3,23.9
1787,989.8,25.9,1216.5,24,732.1,28.5,1839,22.9,1511.8,22.4,1916.4,23.9
1788,989.8,25.9,1216.5,24,723.1,28.5,1830,22.9,1511.8,22.4,1935.8,23.8
1789,989.7,25.9,1214.3,24,723.8,27.8,1817.1,22.9,1516.6,21.9,1938.8,23.8
1790,997.3,25.9,1214.3,24,727.9,27.8,1802.1,22.9,1520,21.9,1926.8,23.8
1791,994.2,25.5,1218.1,23.8,727.9,27.8,1802.1,23.7,1518.9,21.9,1926.8,23.5
1792,994.9,25.5,1225.5,23.8,736.9,27.8,1803.6,23.7,1523,21.9,1926.3,23.5
1793,983.5,25.5,1230,23.8,736.9,28.4,1795.3,23.7,1533.3,22.7,1926.3,23.5
1794,983.5,25.5,1232,24.7,730.8,28.4,1754.5,23.7,1537.2,22.7,1926.8,23.5
1795,980.7,26.2,1232,24.7,730.8,28.4,1754.5,23.2,1534.2,22.7,1922.5,23.7
1796,982.9,26.2,1223.4,24.7,733.2,28.8,1740,23.2,1525.8,22.7,1911.6,23.7
1797,982.9,26.2,1223.4,24.7,733.2,28.8,1740,23.2,1515,22.2,1911.6,23.7
1798,994.8,26.2,1223.4,23.7,733.2,28.8,1753.3,22.8,1515,22.2,1914.8,23.7
1799,994.8,25.8,1214.7,23.7,736.9,28.8,1753.3,22.8,1515.1,22.2,1914.8,24
1800,993.1,25.8,1212,23.7,736.9,28.6,1758.8,22.8,1513,22.1,1939.2,24
1801,993.9,25.8,1212.6,23.7,732.1,28.6,1754.7,22.8,1511.8,22.1,1939.2,24
1802,988.8,25.5,1213.2,24.3,736.9,28.6,1754.7,22.8,1508.1,22.1,1961.1,23.3
1803,988.8,25.5,1211,24.3,742.4,28.6,1736.4,22.8,1505.5,22.1,1952.8,23.3
1804,980.4,25.5,1211,24.3,749.9,29.5,1705.2,22.8,1502.1,22.6,1936.9,23.3
1805,980.4,25.5,1214.8,23.8,752.9,29.5,1682.5,22.8,1493.5,22.6,1936.9,23.3
1806,977.3,26.5,1215.3,23.8,751.8,29.5,1682.5,23.1,1493.5,22.6,1920,23.5
1807,977.3,26.5,1211,23.8,748.4,28.8,1686,23.1,1489.3,22.6,1900.6,23.5
1808,975.9,26.5,1209.6,23.8,748,28.8,1686,23.1,1488.9,22.2,1898.1,23.5
1809,977.5,26.5,1209.6,24.3,748,28.8,1683.6,23.5,1488,22.2,1919.5,23.5
1810,976.3,25.8,1206.6,24.3,753.9,28.8,1683.1,23.5,1488,22.2,1953.1,24
1811,976.3,25.8,1209.5,24.3,767.9,28.2,1687.8,23.5,1476.3,22.9,1965.6,24
1812,968.8,25.8,1209.1,24.3,771.1,28.2,1695.1,23.5,1472,22.9,1977.6,24
1813,973,25.4,1209.1,24.2,771.1,28.2,1701.3,23.4,1469,22.9,1977.6,23.8
1814,974.4,25.4,1206.9,24.2,773.4,28.2,1704.3,23.4,1469,22.9,1957.2,23.8
1815,974.4,25.4,1206.9,24.2,773.9,28.2,1705.6,23.4,1471.5,22,1928.4,23.8
1816,974.1,25.4,1203.1,23.3,773.1,28.2,1699.8,23.4,1476.6,22,1916.8,23.8
1817,979,25.5,1203.1,23.3,773.1,28.2,1681,23.3,1477,22,1916.8,23.6
1818,980.7,25.5,1202.4,23.3,775.4,29.3,1674.6,23.3,1477,22,1911.9,23.6
1819,980.7,25.5,1203.5,23.3,775.4,29.3,1681.5,23.3,1476.5,21.9,1930.5,23.6
1820,982.3,25.5,1203.5,24.4,777.8,29.3,1681.5,23.5,1469.5,21.9,1955.7,23.6
1821,981.6,26.1,1203.5,24.4,777.8,29.3,1705.2,23.5,1464.1,21.9,1955.7,23.9
1822,981,26.1,1202.7,24.4,781.2,28.8,1708.3,23.5,1461.8,21.8,1974.6,23.9
1823,977.1,26.1,1202,24.4,792.9,28.8,1699.6,23.5,1461.8,21.8,1994.7,23.9
1824,977.1,26.8,1202.5,24.2,797.7,28.8,1699.6,23.4,1454.1,21.8,1994.7,23.8
1825,984.9,26.8,1202.5,24.2,799.5,28.8,1701.9,23.4,1452.9,21.8,1994.7,23.8
1826,984.9,26.8,1200.5,24.2,799.5,29.1,1701.1,23.4,1452.9,22.2,1951.2,23.8
1827,983.1,26.8,1198.5,24.1,799,29.1,1699.8,23.4,1448.3,22.2,1951.2,23.8
1828,989.5,25.6,1203.3,24.1,799,29.1,1699.8,23.6,1440.3,22.2,1942.9,23.7
1829,987.4,25.6,1204,24.1,799.5,28.5,1702.2,23.6,1440.3,22.2,1942.9,23.7
1830,987.4,25.6,1204,24.1,803.9,28.5,1722.6,23.6,1440.3,21.9,1945.5,23.7
1831,984.9,25.6,1200.3,24.5,801.3,28.5,1722.6,23.2,1451,21.9,1970.3,23.7
1832,984.9,25.9,1200.3,24.5,799.9,28.5,1722.6,23.2,1455.8,21.9,1986.6,23.6
1833,984,25.9,1193.3,24.5,796.9,29.4,1748.4,23.2,1455.8,22.4,1998.8,23.6
1834,984,25.9,1193.3,24.5,796.5,29.4,1749.9,23.2,1459,22.4,2015.7,23.6
1835,984,25.4,1188.8,23.8,800.7,29.4,1737,22.9,1459,22.4,2015.7,23.7
1836,979.8,25.4,1188.6,23.8,805.5,29.4,1718.7,22.9,1448.1,22.4,2025.8,23.7
1837,977.8,25.4,1180.2,23.8,816.8,28.8,1698.5,22.9,1448.1,22,2025.4,23.7
1838,966.8,25.4,1180.2,24.5,818.3,28.8,1692.5,22.9,1441.6,22,2033.1,23.7
1839,972.4,27.3,1174.8,24.5,813.9,28.8,1692.5,22.6,1431.9,22,2045.7,23.9
1840,969.1,27.3,1174.8,24.5,813.9,28.9,1699.2,22.6,1428.5,22,2045.7,23.9
1841,964.8,27.3,1172.7,24.5,805.5,28.9,1699.2,22.6,1428.5,22.6,2045.7,23.9
1842,960.8,27.3,1172.7,24.5,801.1,28.9,1714.6,22.6,1422.5,22.6,2045.5,23.9
1843,963.6,25.8,1173.5,24.5,805.2,28.9,1714.6,22.6,1422.5,22.6,2045.8,23.8
1844,963.1,25.8,1173.5,24.5,805.2,29.1,1726.5,22.6,1432.8,22.2,2045.8,23.8
1845,960.6,25.8,1173.5,24.5,811,29.1,1731.9,22.6,1432.8,22.2,2053.8,23.8
1846,960.6,26.4,1165.8,24.1,813.6,29.1,1740,23.5,1443.1,22.2,2053.8,23.4
1847,963.1,26.4,1155.1,24.1,808.4,29.1,1740,23.5,1445.7,22.2,2080.3,23.4
1848,966,26.4,1155.1,24.1,808.4,29.3,1734.9,23.5,1444.5,23.2,2080.3,23.4
1849,967.9,26.4,1150.3,24.7,804,29.3,1734.9,23.5,1444.5,23.2,2103.8,23.4
1850,967.9,25.8,1152.9,24.7,813,29.3,1736,22.4,1442.7,23.2,2117.1,23.9
1851,968.3,25.8,1155.6,24.7,813,28.9,1736,22.4,1438.2,23.2,2137.9,23.9
1852,964.3,25.8,1155.6,24.7,813,28.9,1741.3,22.4,1428.9,23.2,2137.9,23.9
1853,963,25.8,1152.1,23.5,818.9,28.9,1746,22.9,1428.9,23.2,2146.3,23.9
1854,963,25.9,1152.1,23.5,816.8,28.9,1743.8,22.9,1428.9,23.2,2155,23.4
1855,958,25.9,1152.6,23.5,813.8,29.1,1743.8,22.9,1417.3,22.9,2155,23.4
1856,955.8,25.9,1152.6,23.5,813.8,29.1,1747.2,22.9,1407,22.9,2165.4,23.4
1857,951.9,26.5,1145.5,24.6,818.7,29.1,1749.8,23,1407,22.9,2164.3,23.7
1858,951.9,26.5,1148.5,24.6,820,29.1,1760.5,23,1417.5,22.9,2163.8,23.7
1859,958.3,26.5,1147.8,24.6,821.9,28.6,1760.5,23,1417.5,22.9,2162.5,23.7
1860,960,26.5,1147.8,23.9,821.9,28.6,1770.5,23,1415.4,22.9,2162.5,23.7
1861,967,27.4,1145.5,23.9,822.9,28.6,1782.3,23.4,1410.8,22.9,2160.4,24
1862,970.5,27.4,1139.8,23.9,822.9,29.1,1785,23.4,1402.5,22.9,2178.3,24
1863,973.8,27.4,1145,23.9,819.6,29.1,1785,23.4,1402.5,22.1,2178.3,24
1864,976.9,27.4,1141.3,24.5,819.6,29.1,1785.8,23.4,1402.6,22.1,2179,24
1865,976.9,25.7,1147,24.5,820.9,29.1,1781.5,23.4,1400.1,22.1,2188,23.8
1866,975.1,25.7,1147,24.5,820.9,29.1,1771.8,23.4,1400.1,22.7,2198.5,23.8
1867,975.1,25.7,1147,24.5,820.8,29.1,1757.5,23.4,1391.7,22.7,2204.5,23.8
1868,975.1,26.1,1149,24.1,822.9,29.1,1757.5,23.2,1391.7,22.7,2210.8,23.9
1869,980.8,26.1,1150.5,24.1,815.7,29.1,1757.5,23.2,1384,22.7,2210.8,23.9
1870,990.6,26.1,1157.7,24.1,809.7,28.4,1739.1,23.2,1380.3,23,2195.5,23.9
1871,993.4,26.1,1157.7,24.7,809.7,28.4,1738,23.2,1366.8,23,2195.5,23.9
1872,1000.8,26,1157.7,24.7,809.7,28.4,1738,22.8,1366.8,23,2190.3,23.9
1873,1000.8,26,1164.5,24.7,825.6,29.1,1764,22.8,1358.7,23,2190.3,23.9
1874,1007.4,26,1164.6,24.7,825.9,29.1,1764,22.8,1357.2,22.7,2186.1,23.9
1875,1015.8,26,1164.6,24.2,825.9,29.1,1764,23.3,1352.3,22.7,2186.1,23.9
1876,1019.1,26.5,1165.8,24.2,824.7,29.1,1797.5,23.3,1352.3,22.7,2195.3,23.9
1877,1019.1,26.5,1166.1,24.2,818.9,28.6,1797.6,23.3,1352,22.4,2215.7,23.9
1878,1025.4,26.5,1166.3,24.2,811.5,28.6,1797.6,23.3,1349.4,22.4,2227.9,23.9
1879,1032.1,26.2,1167,24,811.5,28.6,1797.6,23.2,1346.4,22.4,2243.3,24.3
1880,1039,26.2,1167,24,807.6,28.6,1785.5,23.2,1337.3,22.4,2231.4,24.3
1881,1039,26.2,1164,24,814.5,28.5,1774.6,23.2,1324.2,22.4,2231.4,24.3
1882,1050.8,26.2,1158.8,24.3,816,28.5,1774.6,23.2,1326.1,22.4,2208.8,24.3
1883,1057,26.9,1158.8,24.3,816,28.5,1772.5,23,1331.7,22.4,2208.8,24.4
1884,1064.3,26.9,1157.8,24.3,809.4,28.8,1769,23,1331.7,22.4,2215.9,24.4
1885,1064.3,26.9,1157.8,24.3,805.2,28.8,1749,23,1348.6,22.6,2224.2,24.4
1886,1078.8,26.9,1158.5,24.5,794.5,28.8,1749,23.6,1356.3,22.6,2227.3,24.4
1887,1109.1,26.2,1158.5,24.5,794.5,28.8,1742.7,23.6,1364.1,22.6,2227.3,24.2
1888,1114.3,26.2,1158.6,24.5,798,28.5,1754.4,23.6,1364.1,22.4,2223,24.2
1889,1114.3,26.2,1158,24.5,798.6,28.5,1759.2,23.6,1385.5,22.4,2219.3,24.2
1890,1113.9,26,1155.3,24.6,798.6,28.5,1759.2,23.5,1392.1,22.4,2220,23.5
1891,1103.5,26,1155.3,24.6,798.6,28.5,1759.2,23.5,1399.3,22.4,2220,23.5
1892,1094.5,26,1150.3,24.6,796.2,29.2,1777.6,23.5,1399.3,22.2,2224.5,23.5
1893,1094.5,26,1154.1,24.6,796.6,29.2,1763.8,23.5,1404,22.2,2232,23.5
1894,1089.5,26.7,1153.3,24.6,794.5,29.2,1763.8,23.2,1408.5,22.2,2235.8,23.3
1895,1093,26.7,1155,24.6,794.5,29.2,1756.6,23.2,1415.1,22.2,2235.8,23.3
1896,1092,26.7,1154.4,24.6,790.9,29.2,1751.3,23.2,1426,21.8,2238.8,23.3
1897,1092,26.7,1157.8,23.7,790.9,29.2,1751.1,23.3,1426,21.8,2238.8,23.3
1898,1096,25.9,1161,23.7,788.7,29.2,1751.1,23.3,1432.8,21.8,2237.7,23.9
1899,1096,25.9,1161,23.7,788.7,28.3,1746.6,23.3,1437,21.6,2237.7,23.9
1900,1091.5,25.9,1169.5,23.7,783.1,28.3,1731.6,23.3,1433.4,21.6,2236.5,23.9
1901,1086,26.1,1171.5,24,782.4,28.3,1724.7,23.1,1422.1,21.6,2236.5,23.4
1902,1083.1,26.1,1167.3,24,782.4,28.3,1724.7,23.1,1422.1,21.6,2222.5,23.4
1903,1083.1,26.1,1167.3,24,782.4,29.3,1724.7,23.1,1412.8,23.1,2222.5,23.4
1904,1083.5,26.1,1177.8,24.4,779.4,29.3,1726.3,23.1,1416.6,23.1,2220.9,23.4
1905,1082.1,26.9,1177.8,24.4,770.9,29.3,1725.9,23.2,1421.5,23.1,2203.9,23.6
1906,1082.1,26.9,1172.8,24.4,770.9,29.4,1725.9,23.2,1433,23.1,2203.9,23.6
1907,1079.1,26.9,1172.8,24.4,774.4,29.4,1723.2,23.2,1433,23.1,2203.9,23.6
1908,1079.1,26.9,1176.3,24.2,779.4,29.4,1723.2,23,1427,23.1,2182.3,23.6
1909,1070.7,26.2,1170.6,24.2,776.5,29.4,1700,23,1409,23.1,2178.9,23.2
1910,1059.3,26.2,1170.6,24.2,776.5,29,1700.8,23,1403.4,23.3,2178.9,23.2
1911,1054.2,26.2,1168.2,24.2,769.5,29,1700.8,23,1403.4,23.3,2180.3,23.2
1912,1054.2,26.3,1168.2,24.3,768.1,29,1718,22.6,1406.1,23.3,2189.7,23.3
1913,1044,26.3,1163.7,24.3,770.3,29,1731.9,22.6,1405.5,23.3,2203.9,23.3
1914,1044,26.3,1163.7,24.3,770.9,28.1,1736.5,22.6,1407,22.9,2203.9,23.3
1915,1032.1,26.3,1160.8,24.4,765.1,28.1,1736.5,22.6,1407,22.9,2205,23.3
1916,1032.1,25.6,1160.8,24.4,765.1,28.1,1728.9,23.5,1407,22.9,2181.3,23.3
1917,1020,25.6,1157.7,24.4,756.6,28.6,1717,23.5,1396.3,22.9,2164.5,23.3
1918,1013.8,25.6,1154,24.4,756.6,28.6,1712.1,23.5,1395.1,23.2,2164.5,23.3
1919,1009.5,25.6,1151.8,24.3,744.6,28.6,1695.6,22.9,1395.1,23.2,2129.8,23.3
1920,1009.5,27.1,1151.4,24.3,745.6,28.6,1695.6,22.9,1397.7,23.2,2129.8,23.4
1921,1000.6,27.1,1151.5,24.3,746.1,28.9,1688.1,22.9,1397.1,23.7,2122.3,23.4
1922,1002.4,27.1,1151.5,24.3,746.1,28.9,1684.3,22.9,1405,23.7,2122.3,23.4
1923,1002.6,26.6,1150.8,24.3,752.9,28.9,1681.8,23,1405,23.7,2128.9,22.8
1924,1007.3,26.6,1155.3,24.3,754,28.9,1685.5,23,1408,23.7,2125.9,22.8
1925,1009,26.6,1158.6,24.3,749.4,29,1685.5,23,1412.3,22.6,2117.3,22.8
1926,1013.4,26.6,1158.6,24.2,749.4,29,1712,23,1412.3,22.6,2117.3,22.8
1927,1017,26.5,1160.5,24.2,744,29,1712,23.2,1412.3,22.6,2109.3,23.7
1928,1017,26.5,1157.8,24.2,744.4,28.1,1721.5,23.2,1403.7,22.6,2109.8,23.7
1929,1020.3,26.5,1145.4,24.2,744.4,28.1,1729.2,23.2,1398.8,22.8,2125.3,23.7
1930,1025,26.5,1145.4,24.9,744.4,28.1,1729.8,23.3,1396.6,22.8,2130.9,23.7
1931,1021.9,25.6,1146.6,24.9,747.8,28.1,1724.4,23.3,1396.6,22.8,2129.3,24.1
1932,1020.1,25.6,1148.8,24.9,750.9,29.1,1723.3,23.3,1387.3,22.8,2095.9,24.1
1933,1020.1,25.6,1146.6,24.9,749.7,29.1,1723.3,23.3,1380.9,22.8,2082.6,24.1
1934,1009,26.7,1146.6,24.3,745.9,29.1,1719.5,22.7,1380.9,22.8,2082.6,22.7
1935,1009,26.7,1152.6,24.3,746.5,29.1,1717.6,22.7,1379.5,22.8,2077.9,22.7
1936,1002.8,26.7,1154,24.3,746.4,29.3,1708,22.7,1379.5,22.4,2081.7,22.7
1937,1004.5,26.7,1161,24.5,746.4,29.3,1708.3,22.7,1381.3,22.4,2092.7,22.7
1938,1006.3,26.2,1161.6,24.5,745.4,29.3,1721.7,23.7,1384.6,22.4,2099.3,23.6
1939,1010.5,26.2,1161.6,24.5,745.4,28.8,1721.7,23.7,1382.5,22.4,2099.3,23.6
1940,1012.2,26.2,1170.6,24.5,756,28.8,1742.8,23.7,1382.5,22.6,2098.5,23.6
1941,1012.2,26.2,1170.6,23.9,757.6,28.8,1742.8,23.1,1377.5,22.6,2098.5,23.6
1942,1024.6,26.3,1170.6,23.9,760.9,28.8,1754.3,23.1,1377.5,22.6,2088.8,23.5
1943,1024.6,26.3,1172,23.9,760.8,28.5,1754.3,23.1,1374.3,22.9,2078.4,23.5
1944,1030.8,26.3,1172,23.9,762.8,28.5,1746,23.1,1374.3,22.9,2071.2,23.5
1945,1035.6,25.7,1168.8,24,763.2,28.5,1746,23.1,1380.8,22.9,2070.6,23.2
1946,1046.3,25.7,1166,24,768,28.5,1732.2,23.1,1380.8,22.9,2070.6,23.2
1947,1046.3,25.7,1162.6,24,768,29,1732.2,23.1,1398.5,22,2119,23.2
1948,1052,25.7,1160.1,24,759.8,29,1734.5,23.1,1398.5,22,2119,23.2
1949,1057.5,26.3,1160.1,24,759.8,29,1739.3,23.1,1409,22,2136.3,23.4
1950,1061,26.3,1155.3,24,757.9,29.5,1739.3,23.1,1409,22,2149.3,23.4
1951,1059.8,26.3,1151,24,756.1,29.5,1773.3,23.1,1411.5,22.3,2155.7,23.4
1952,1061.3,26.3,1146,23.9,759.8,29.5,1773.3,23.1,1411,22.3,2157.2,23.4
1953,1053.3,26.5,1146,23.9,759.8,29.5,1781.5,23.1,1401.5,22.3,2154.4,23.5
1954,1051,26.5,1148.8,23.9,764.5,28.8,1791.6,23.1,1401.5,22.2,2154.4,23.5
1955,1051,26.5,1148.8,23.9,763.6,28.8,1795.5,23.1,1391.8,22.2,2151.8,23.5
1956,1054.3,27.1,1152,23.7,763.9,28.8,1795.5,23.3,1383.8,22.2,2149.2,23.7
1957,1059.3,27.1,1154.4,23.7,763.9,28.8,1768.8,23.3,1377.9,22.2,2145.3,23.7
1958,1058.1,27.1,1157.5,23.7,760.2,28.4,1768.8,23.3,1377.9,22.6,2134.7,23.7
1959,1058.1,27.1,1163.3,25,760,28.4,1782,23.3,1381.5,22.6,2124,23.7
1960,1067.5,25.3,1159,25,757.8,28.4,1782,23.4,1397.7,22.6,2108.3,24.1
1961,1077.1,25.3,1159,25,757.8,28.7,1799.1,23.4,1403.3,22.6,2108.3,24.1
1962,1079.5,25.3,1159.5,25,755.1,28.7,1862.3,23.4,1403.3,22.1,2097.2,24.1
1963,1079.5,25.3,1154,24,757.2,28.7,1883.4,23.2,1400.8,22.1,2090.3,24.1
1964,1074.6,26.5,1154,24,754.8,28.7,1883.4,23.2,1400.8,22.1,2087.3,23.3
1965,1074.6,26.5,1154,24,747.9,29.9,1882.9,23.2,1399.5,22.8,2087.3,23.3
1966,1068.3,26.5,1152.5,24,747.9,29.9,1867.5,23.2,1399.5,22.8,2094.6,23.3
1967,1068.3,26.8,1157.1,23.7,756.1,29.9,1809.5,24,1402.2,22.8,2096.8,23.2
1968,1068,26.8,1157.5,23.7,756.1,29.9,1809.5,24,1400.5,22.8,2089.9,23.2
1969,1073.1,26.8,1157.5,23.7,765.1,28.9,1781,24,1395.3,22.8,2089.9,23.2
1970,1075.5,26.8,1162.8,24.8,770.4,28.9,1782.8,24,1391.7,22.8,2077.5,23.2
1971,1079.5,26.4,1164.6,24.8,762.4,28.9,1787,23.4,1391.7,22.8,1990,23.7
1972,1079.5,26.4,1169.7,24.8,762.4,28.6,1787,23.4,1396.8,22.8,1990,23.7
1973,1075,26.4,1169.7,24.8,757.4,28.6,1782.3,23.4,1396.8,23,1990,23.7
1974,1075,26.4,1161.1,23.8,757.4,28.6,1779.8,23.9,1396.8,23,1963.9,23.7
1975,1061.7,26.3,1161.1,23.8,752.1,28.6,1780.5,23.9,1395.5,23,1962,23.5
1976,1061.7,26.3,1161.3,23.8,752.1,28.9,1780.5,23.9,1395.8,22.9,1962.4,23.5
1977,1042.5,26.3,1161.3,23.8,737.3,28.9,1795.8,23.9,1393.3,22.9,1960,23.5
1978,1042.5,25.9,1162.8,24.5,737.3,28.9,1795.8,23.2,1394.5,22.9,1962.1,23.7
1979,1031.5,25.9,1163.8,24.5,739.2,28.9,1814.4,23.2,1392.8,22.9,1938.4,23.7
1980,1031.5,25.9,1163,24.5,739.2,29.4,1802,23.2,1392.8,23.1,1938.4,23.7
1981,1025.8,25.9,1160.3,23.8,740.1,29.4,1802,23.2,1388.7,23.1,1921.6,23.7
1982,1025.8,26.2,1163.3,23.8,748.9,29.4,1754.5,23.3,1384.3,23.1,1897.8,23.1
1983,1021,26.2,1163.3,23.8,744.3,29.3,1754.5,23.3,1380.9,23.1,1897.3,23.1
1984,1015.3,26.2,1164.1,23.8,744.3,29.3,1754.5,23.3,1382.3,23,1897.3,23.1
1985,1004.1,26.2,1163.3,24.1,744.3,29.3,1748.8,23.7,1382.4,23,1902.4,23.1
1986,1004.1,26.2,1163.3,24.1,733.2,29.3,1758.3,23.7,1382.5,23,1902.4,23.3
1987,994.9,26.2,1167.6,24.1,725.4,29.3,1766.7,23.7,1383.6,23,1934.7,23.3
1988,989.3,26.2,1167.6,24.1,723.4,29.3,1766.5,23.7,1382.7,23,1934.7,23.3
1989,986.4,26.1,1164.1,24.2,725.3,29.3,1766.5,23.1,1382.7,23,1960.8,23.6
1990,986.4,26.1,1165.2,24.2,725.4,29.3,1784.5,23.1,1384.6,23,1960.8,23.6
1991,984.3,26.1,1161.1,24.2,723.6,28.3,1784.5,23.1,1386.9,23.1,1983,23.6
1992,984,26.1,1161.1,24.3,723.6,28.3,1777.2,23.1,1391.1,23.1,1983,23.6
1993,983.3,25.9,1156.5,24.3,721.6,28.3,1774.5,23.5,1391.1,23.1,1969.9,23.6
1994,983.3,25.9,1153.5,24.3,726.3,29,1767.6,23.5,1395.3,23.1,1948.9,23.6
1995,982.8,25.9,1146.6,24.3,737.5,29,1767.6,23.5,1399.8,23.1,1945.6,23.6
1996,982.8,25.9,1146.6,24.5,737.5,29,1768.5,22.8,1400,23.1,1945.6,23.6
1997,976.2,26,1152.3,24.5,741.9,29,1768.5,22.8,1400,23.1,1972.5,23.5
1998,976.2,26,1156.3,24.5,740.7,28.8,1751.7,22.8,1398.6,23.6,1986,23.5
1999,978.1,26,1156.8,24.5,740.1,28.8,1751.7,22.8,1395.3,23.6,1989.6,23.5
2000,983.4,26.1,1156.8,24.6,740.1,28.8,1755.3,23.1,1391.8,23.6,1989.6,23.4
2001,987.3,26.1,1157.3,24.6,732,28.8,1768.2,23.1,1391.8,23.6,2026.8,23.4
2002,992.3,26.1,1156.6,24.6,732,28.5,1780,23.1,1400.8,23.4,2042.4,23.4
2003,992.3,26.1,1160.5,25,731.3,28.5,1780,23.1,1400.8,23.4,2056.7,23.4
2004,1001.8,25.9,1161,25,731.3,28.5,1800.3,23,1407.3,23.4,2056.7,24.2
2005,1001.8,25.9,1157.7,25,734.4,28.7,1808.8,23,1407.3,23.4,2045.8,24.2
2006,1005.6,25.9,1157.7,25,734.4,28.7,1802.1,23,1410,23.6,2028.9,24.2
2007,1004.3,25.9,1152.6,23.6,735,28.7,1802.1,23.3,1422.9,23.6,2022.4,24.2
2008,1000.6,25.5,1152.6,23.6,736.9,28.7,1796.8,23.3,1435,23.6,2022.4,23.6
2009,1000.6,25.5,1151.1,23.6,736.9,30,1786.3,23.3,1454.3,23.5,2022.1,23.6
2010,999.3,25.5,1148.4,23.6,736.5,30,1784.3,23.3,1454.3,23.5,1987.5,23.6
2011,999.3,26.1,1144.3,23.6,736.5,30,1784.3,23.8,1481.3,23.5,1987.5,23.5
2012,1003.9,26.1,1144.3,23.6,736.4,30,1786.5,23.8,1491,23.5,1961.7,23.5
2013,1003.9,26.1,1137.6,23.6,738.4,28.6,1784.4,23.8,1491,23.5,1961.7,23.5
2014,1001.1,26.1,1137.6,23.8,741.6,28.6,1785.1,23.8,1505.4,23.5,1947.1,23.5
2015,1001.1,26,1135,23.8,741.6,28.6,1785.1,23.1,1505.4,23.5,1947.1,23.9
2016,1000.5,26,1136.1,23.8,737.4,29.3,1806.5,23.1,1519,23.5,1947.1,23.9
2017,1000.5,26,1137.1,23.8,737.4,29.3,1806.5,23.1,1538.5,22.8,1976.5,23.9
2018,999.6,26,1141.6,24.9,732.1,29.3,1820,22.9,1596.5,22.8,1976.5,23.9
2019,1002.1,26.2,1141.6,24.9,732.1,29.3,1820,22.9,1596.5,22.8,1976.7,23.6
2020,1007.8,26.2,1141.6,24.9,733.6,29.3,1829.4,22.9,1611.5,22.4,1970.7,23.6
2021,1007.8,26.2,1138.8,24.9,737.1,29.3,1827.9,22.9,1632.5,22.4,1958.7,23.6
2022,1010.8,26.3,1138,24.3,735.4,29.3,1821.1,23,1632.5,22.4,1957.6,23.4
2023,1009.9,26.3,1133.1,24.3,735.4,29.3,1817.3,23,1635.5,22.4,1957.6,23.4
2024,1008.6,26.3,1133.1,24.3,730.9,29.1,1817.3,23,1635.5,22.2,1954.9,23.4
2025,1008.6,26.3,1138,23.8,728.9,29.1,1805.4,23,1640.1,22.2,1957.3,23.4
2026,1006.5,26.1,1133.8,23.8,722.3,29.1,1805.4,23.3,1648.3,22.2,1956.1,23.6
2027,1009.2,26.1,1133.8,23.8,722.3,28.7,1820.3,23.3,1684.3,22.2,1956.1,23.6
2028,1011,26.1,1137.8,23.8,736,28.7,1820.3,23.3,1684.3,22.1,1970.3,23.6
2029,1011,26.1,1137.3,24.6,739.5,28.7,1827.3,22.7,1754.4,22.1,1981.6,23.6
2030,1016.8,26.6,1133.8,24.6,744.3,28.7,1832.1,22.7,1780.6,22.1,1998.3,23.9
2031,1019.3,26.6,1133.8,24.6,744.3,28.6,1822.5,22.7,1806.5,22.3,1998.3,23.9
2032,1021.3,26.6,1133.8,24.6,744.4,28.6,1815.5,22.7,1806.5,22.3,2003.8,23.9
2033,1021.3,26.4,1128.5,24,735.8,28.6,1818,23.5,1836.1,22.3,2014.5,23.8
2034,1017.3,26.4,1126.8,24,734.4,28.6,1820.4,23.5,1812.8,22.3,2017.2,23.8
2035,1005.8,26.4,1126.8,24,734.4,28.7,1827.8,23.5,1800.3,22.4,2017.2,23.8
2036,1005.8,26.4,1131,24.4,733.6,28.7,1824.5,23.5,1800.3,22.4,2018.1,23.8
2037,997.2,26,1135.3,24.4,728.1,28.7,1822.6,23.9,1790.5,22.4,2021.1,23.3
2038,997.2,26,1130.4,24.4,728.1,29.1,1822.6,23.9,1794.5,22.4,2042.7,23.3
2039,999.8,26,1130.4,24.4,728.1,29.1,1831,23.9,1836.8,21.8,2042.7,23.3
2040,999.3,26,1128.1,24.3,723.8,29.1,1836,23.1,1836.8,21.8,2045.4,23.3
2041,1000.8,25.9,1119.6,24.3,726.8,29.1,1848.1,23.1,1878.4,21.8,2047,23.9
2042,1000.8,25.9,1121.7,24.3,730.9,29.4,1848.1,23.1,1888,21.8,2054.7,23.9
2043,1011.9,25.9,1119.9,24.3,736.8,29.4,1855.8,23.1,1894.6,22.1,2054.7,23.9
